Timestamp,Symbol,Google Price,Yahoo Price,Delta,Accuracy %
2025-07-18 15:49:17,GOOGL,184.85,184.91,-0.0600,99.9676
2025-07-18 15:49:17,MSFT,510.01,510.05,-0.0400,99.9922
2025-07-18 15:49:17,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:49:28,AAPL,210.94,210.86,0.0800,99.9621
2025-07-18 15:49:32,AAPL,210.88,210.87,0.0100,99.9953
2025-07-18 15:49:32,GOOGL,184.91,184.88,0.0300,99.9838
2025-07-18 15:49:32,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:49:32,F,11.17,11.16,0.0100,99.9104
2025-07-18 15:49:46,AAPL,210.89,210.85,0.0400,99.9810
2025-07-18 15:49:46,GOOGL,184.88,184.90,-0.0200,99.9892
2025-07-18 15:49:46,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:49:46,F,11.17,11.17,0.0000,100.0000
2025-07-18 15:49:57,AAPL,210.87,210.85,0.0200,99.9905
2025-07-18 15:49:57,GOOGL,184.90,184.94,-0.0400,99.9784
2025-07-18 15:49:57,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:49:57,F,11.17,11.18,-0.0100,99.9106
2025-07-18 15:50:08,AAPL,210.87,211.03,-0.1600,99.9242
2025-07-18 15:50:08,GOOGL,184.92,185.07,-0.1500,99.9189
2025-07-18 15:50:08,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:50:08,F,11.17,11.18,-0.0100,99.9106
2025-07-18 15:50:21,AAPL,211.02,211.08,-0.0600,99.9716
2025-07-18 15:50:21,GOOGL,185.06,184.92,0.1400,99.9243
2025-07-18 15:50:21,COKE,112.96,112.96,0.0000,100.0000
2025-07-18 15:50:21,F,11.17,11.18,-0.0100,99.9106
2025-07-18 15:50:32,AAPL,211.05,211.14,-0.0900,99.9574
2025-07-18 15:50:32,GOOGL,184.94,184.95,-0.0100,99.9946
2025-07-18 15:50:32,COKE,112.95,112.92,0.0300,99.9734
2025-07-18 15:52:01,HWM,190.52,190.54,-0.0200,99.9895
2025-07-18 15:52:01,BAC,47.32,47.31,0.0100,99.9789
2025-07-18 15:52:01,COKE,113.11,113.11,0.0000,100.0000
2025-07-18 15:52:01,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:52:01,WFC,80.67,80.68,-0.0100,99.9876
2025-07-18 15:52:16,HWM,190.50,190.44,0.0600,99.9685
2025-07-18 15:52:12,BAC,47.32,47.31,0.0100,99.9789
2025-07-18 15:52:12,COKE,113.11,113.04,0.0700,99.9381
2025-07-18 15:52:12,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:52:03,HWM,190.52,190.54,-0.0200,99.9895
2025-07-18 15:52:23,BAC,47.32,47.31,0.0100,99.9789
2025-07-18 15:52:05,COKE,113.11,113.11,0.0000,100.0000
2025-07-18 15:52:00,F,11.18,11.18,0.0000,100.0000
2025-07-18 15:52:00,WFC,80.67,80.68,-0.0100,99.9876
2025-07-18 15:52:16,HWM,190.50,190.44,0.0600,99.9685
2025-07-18 15:52:13,BAC,47.32,47.31,0.0100,99.9789
2025-07-18 15:52:14,COKE,113.11,113.04,0.0700,99.9381
2025-07-18 15:52:12,F,11.18,11.18,0.0000,100.0000

